Hit 5 Relaxed,Hit 5 Strict,NDCG Relaxed,NDCG Strict
1.0,0.4,0.8223779611386884,0.5012658353418871
0.8,0.0,1.0,0.0
1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.2,0.2,0.43067655807339306,0.43067655807339306
1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0
1.0,0.2,1.0,1.0
1.0,1.0,1.0,1.0
0.4,0.4,0.6509209298071326,0.6509209298071326
0.2,0.2,0.6309297535714575,0.6309297535714575
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0
