Hit 5 Relaxed,Hit 5 Strict,NDCG Relaxed,NDCG Strict
0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0
0.2,0.2,0.6309297535714575,0.6309297535714575
1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.8,0.4,1.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.2,0.2,0.6309297535714575,0.6309297535714575
0.0,0.0,0.0,0.0
0.8,0.0,1.0,0.0
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
