Hit 5 Relaxed,Hit 5 Strict,NDCG Relaxed,NDCG Strict
0.6,0.6,1.0,1.0
0.2,0.0,1.0,0.0
1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0
1.0,0.4,1.0,1.0
1.0,0.4,0.8470858852562799,0.5706417189553201
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
1.0,0.4,0.8470858852562799,0.5706417189553201
1.0,0.6,0.9519475762801467,0.8854598815714874
0.4,0.4,1.0,1.0
0.6,0.6,1.0,1.0
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0
